content;label
The Jews want a race war because they want black people to kill Christians.;1
I?m gonna start calling Anti-Whites Europhobic or Caucaphobic, maybe just Whitephobic and make them into bigots;1
Anti-Whites don't want Whites taking a stand against White Erasure.;1
Too many Whites are just living for the moment, and while they're doing that, anti-Whites are smearing their past and White Erasing their future.  #WhiteGenocide #WarOnWhites #ItsOkayToBeWhite #ItsOkToBeWhite #Trump #TRUMP2024 #MAGA;1
Any group that has committed mass genocide has openly denied it. Only natural that you anti-whites would do the same. Between that and your TDS, I am surprised you?re not regularly prone to seizures. You probably also deny the genocide of Tibetans.;1
"The malignant Anti-Whites thay control the institutions of power, ""lead"" people to suffering and the grave.  The good news is that we have a solution to the problem that they represent.";1
Absolutely correct. I am done being bullied by these self hating deranged anti-whites.;1
This is absolutely rights, racism was implemented and it?s using only against whites people, nobody never claimed that now whites are subjected of racist, anti whites, all ours values are turned against us and convert for hate speech, antisemitism and xenophobia to silence us;1
White men built the western world, maybe it?s time for these anti-whites to show some gratitude instead and let white men do their jobs.;1
White people aren?t even represented in our own countries both native/settled. Yet anti-Whites continue to push a lie that White people have undeserved  power!What is undeserved is that those with power attack our race/spread lies about us. #WHITEGENOCIDE;1
They don't want us.  They don't respect us.  They attack us and they kill us.  Don't believe social media. WAKE UP, white people all around the world.  #whitelivesmatter;1
Every day that passes, our chances to win grow smaller. Our enemy strengthens as we grow weaker. Will you sit idly by, or will you fight for your people? There is no political solution.  @WLM_USA_MONTANA_CHAT  @WLM_USA_MONTANA  @WhiteLivesMatterOfficial;1
Do not allow those who wish for our extinction to be baron of these lands, fore OUR father's settled them.  Do not allow your heart to be corrupted by the modern degeneracy. Instead fight for a better future for our kin.  The time is now Brothers and Sisters, do not falter. Make your ancestors proud. XIV  Join the main channel to see all the activism being done by brave White warriors everywhere. @WhiteLivesMatterOfficial @WhiteLivesMatterOfficialChat;1
Just a friendly reminder to everyone. You don't need anyone's permission to be pro-White. Nor do you owe anyone an explanation for being pro-White. You're allowed to love your own race, whether anyone likes it or not. Anyone who tells you differently simply hates White people. Get out there and do your part. Help us spread awareness and stop the persecution of our people by anti whites!  @WLM_USA_ILLINOIS_CHAT @WLM_USA_ILLINOIS @WhiteLivesMatterOfficial;1
What have u done to end white genocide? I?ll tell u it doesn?t take much to get involved. A sharpie and a piece of paper can go along way. Stickers and flyers are nice but u don?t need any of that to get started. Get out there and get active today! @WLM_USA_ILLINOIS_CHAT @WLM_USA_ILLINOIS @WhiteLivesMatterOfficial;1
Get out there and do something for your race this weekend. It doesn?t take much to put to put up a sticker or flyer. Do your part this weekend and help end white genocide! @WLM_USA_ILLINOIS_CHAT @WLM_USA_ILLINOIS @WhiteLivesMatterOfficial;1
Despite what the trolls and our enemies say, Regardless of religion, class or creed, you given two choices in the establishment. You either fight hard and improve yourself and take a stand against the system and the anti-white society or you can keep sitting on your ass, getting more cowardly and weaker, doing nothing to stand up for yourself or your people.   This message is for the discouraged, who ever you are, never be afraid to be white. You are your ancestors last chance to live on. Honor them. The system might tolerate an inactive lifestyle but we won't. 14.  @wlm_usa_alabama @WhiteLivesMatterOfficial;1
When they start slaughtering whites there will be no sanctions, there will be no outrage and anyone that does attempt to discuss what is happening will be censored. The same Western governments that have poured billions into the conflict in the Ukraine will not commit a single penny to help white South Africans.;1
I guess word didn?t get to the drag queens that this is PA town.;1
"While ""asylum seekers"" are being put up in three- and four-star hotels with free WiFi and catered food in Scotland, Scottish homeless people are being forced into places like the Queens Park Hotel in Glasgow.  When a team from a newspaper visited they found smashed windows, broken furniture, crumbling walls, stained mattresses and carpets amongst others things. For this the hotel receives �2,400 a month for a couple and �1,200 for a single room.  The councils are wasting massive amounts of public money forcing people into substandard accommodation.  The indigenous population of this country receive second-class treatment while so-called ""asylum seekers"" live in comfort .Comfort that they complain about as our people struggle on. Our homeless deserve a better deal.";1
we are In every city of every state. you soyboys are still holding secret meetings while we continue to gain community support. Antifa and BLMs time is numbered. when they start to riot before midterms. they got surprises coming. I hope they're angrier and more organized than ever cause they're gonna need it, or eat concrete.;1
it?s about time we have people standing up for the simple fact that it?s ok to be white!!!;1
"Jews eat babies - it is ""a part of Jew heritage Jews have been drinking Christian baby boy blood for thousands of years.  They are at war with Christians who don't condone poking babies with sharp objects to make them bleed then consuming the blood to get high and for their spiritual religious purposes.";1
The Left & LGBTQxyz? movement is FULL of sick criminals that need to be dealt with swiftly and strongly.   Drag Queen shows in Gay bars in Dallas, TX for children is UNACCEPTABLE.;1
The toxic anti-white and anti-male garbage pumped out by big movie studios is finally receiving so much push back that big budget films are being canned.;1
Europeans and descendants of Europeans (not matter where you live), listen up: They hate you and they want your children and grandchildren to bear no resemblance to you and your kin.;1
TOO WHITE  When they call football teams TOO WHITE - they are saying ENGLAND is TOO WHITE - they are saying YOU are TOO WHITE  they want to create guilt which they can then exploit  it is ANTI WHITE HATRED  DO NOT ACCEPT IT;1
Stopping #WhiteGenocide might really require a continual presence of race realism and White Advocacy on television or Youtube to racialize Whites.;1
If you are parroting everything the government tells you, its time to seriously re-evaluate your mental state.   Its one thing to come to a conclusion based on your own rationalisation. however, we all know thats not what is happening with social media slacktivists and basic bitches.;1
The bigger the government, the smaller the citizen.;1
Just wait until the normies find out the federal government planned January 6th and framed its own citizens for it. It will be a whole new layer of sheep that will wake up.;1
The US violates our First Ammendment right every day. They jail journalists who expose the truth and censor information that exposes truths that are inconvenient for their lobbyists. Maybe if they were honest and got rid of it, the normies will actually wake up and riot.;1
The Western world is counting on us So wake up the normies And prepare for glory Lets grind Marxism into dust ... The West is the best ... It's okay to be White ... Thought police in the streets censoring our freedom of speech. We say NO!;1
Antiwhitism is the greatest evil of our age, and we must work collectively to put a stop to it by going free of the antiwhite narrative and calling it out.;1
"Blacks are so out of control they are hunting elderly white women. They are trying to ""avenge"" the original George floyd. They can't figure out who their dads are, but they was Egyptian kings and will find a lady from the 1950's.";1
Let's get all the white people out of Africa...but of course by default all Africans in the UK will have to go to Africa.  Swings and roundabouts.;1
apartheid wasn?t so bad after all. This story is buried because it show cases the fact that whites created modern high standards of living thru rule of law and anti dysgenia and few others can follow except northeast Asia while the rest can?t maintain if it?s handed on a plater.;1
Shut up Jew. It took you 2000 years of word of mouth until the Talmud finally was written down. Either you were professional broken telephone players, or you?re just spreading more of your jewish shit on the floor. 6 million wasn?t enough.;1
My dear frens, today I thought of discussing a more entertaining subject which would serve to classify each negro and classify his obnoxious degree per country. The more disgustingly unbearable they are, the lower they get. So for instance JewS coon would be in the lower tiers while a Japanese porch monkey would be ranked far higher.;1
"This one is for the brave, for those who walk the walk.  12 days in 2022. Each day should be treated as the ""last"" battle. After all, have we watched all these documentaries for nothing? Have we watched our women being raped and children being killed for nothing? Have we suffered this much to go down in silence?   NO.  If you think you'll do ""something for the race"" at ""some point"" you are wrong. If you think things will fall into place you are wrong. If you think the system will collapse and the Aryan Reich will spawn out of thin air you are wrong.  We are approaching the abyss and any delay to taking real life action and helping our people gather along racial lines is akin to suicide.";1
I refuse to cave into the zionist plan into dividing the Ummah from East to West. We may have differences but we should be able to get by them like we did for centuries prior to the 20th century. Both needs reforms desu, we need to find a middle ground to defend our interest from the Judeo-masonic menace. Shias used to be the Sword of Islam, let it be that again. Turks in their jihading were enslaving the population they controlled, thank God we BTFOM?d the hoards of roaches coming from the East when they were ?jihading? around North Africa. Based Atlas Mountains cannot be taken from us. IF ANYTHING, the beef ALWAYS come from the roaches side, WHY are roaches so eager to KILL and INVADE ?;1
>>390007552 Are you a semi-retarded but trained gorilla, chimpanzee, or Bonobo that has been taught to utilize computers and the internet in a very basic and simplistic fashion? That's pretty cool that they've managed to do that, if so, and I'm very happy for you to explore you newfound cognitive horizons, but please, fellow Great Ape, leave this bullshit about Canada being outside the Zionist/Cultural-Marxist matrix of modern international finance to your primitive past. They clearly have vast overrepresentation in positions of power and influence, they admit themselves their control of banking and Hollywood, and it is an objective fact their control of our media just as it is the Americans' - we are not special, we too are just another type of Goyim, slated for replacement and genocide through outbreeding (and eventual violence).   They will probably let Great Apes like you survive though. Hopefully.  Also, kys.;1
>>389990371 There are two issues in America that matter. The Great Replacement and jewish control of our institutions. If you're not a part of the solution, you're a part of the problem. I dont accept philosemitic puppets any more. I only support someone who is pro White and anti jewish power. If no candidate checks those boxes then they dont get support. Kikes need to be removed from power before Whites get destroyed completely. Trump wont stop White genocide. His job is to redirect White anger towards a safety valve that doesnt threaten jewish power. If you accept jewish puppets, you accept your own destruction.;1
Rafidah Khanzeers alongwith their Khawariji and Jewish partners assassinated and murdered the 3 righteous Caliphs and then brutally massacred Ahle Bayt in Karbala.  During the day of Judgement these Khanzeers will be brought to justice and they won't have anyone to protect  them.;1
Akhi Jihad is not all sunshine and rainbows. Defeat Will happen and it is a test from Allah. IS is far from extinct and is on the verge of taking over huge land area in West africa for example.   Are you blaming mujahideen for kuffar destroying syria and iraq? AudhuBillah;1
>This guy says he supports Israel! >That politician went to the wailing wall! >He's a Jew puppet! This is divide and conquer by the Jews themselves and a waste of time. You have to understand that the Jews compromised Christian television channels, mega churches, etc. just like they did schools and other media outlets. That's why boomers worship them. Just turn on one of these channels, even Fox news, and you'll be bombarded with Jewish sob stories and commercials about worshiping Israel just like when we were in school reading Holohoax stories every season for over 15 years. Boomers grew up with nothing but a television feeding them this false information, they didn't have internet like you and me. However, they are very receptive to facts and figures and they are online now. Remember the first Ron Paul revolution during the Bush years? Those were boomers and millennials actively fighting against the lies and Jewish wars without much information at all, they were barely online back then.  Stop wasting time arguing with Jewish divide and conquer tactics. These boomers like DeSantis, your parents, other Republicans have no facts or infographics about Epstein being a Mossad agent compromising other celebs, scientists, and politicians. They have no info about the USS Liberty, Lavon Affair, Jews taking over Christian television, Jews blackmailing mega churches, the Holohoax, Jewish history, the Talmud, etc. Force feed them the evidence. They are receptive, they will wake up. Stop falling for Jewish divide and conquer.;1
"Jihad will continue ""until the Hour begins"" with or without you. Jihad is  not in need of men, rather it is men who are in need of Jihad, so much so, that Allah would deviate some people for the Muslims to fight:";1
"The Ummah is attacked and oppressed from every angle, and the lands of Islam are occupied by kuffar and apostates but MH doesn't think there is legitimate Jihad. They get too cozy in the West with their ""peaceful dialogue"" and develop a narrow world view despite their intellect.";1
This is how you get a pile of rubble for tyrants to rule over instead of a functioning Shari'a government. Decades of Jihad is better than a swift but destructive conclusion to a conflict in which NATO will do everything within their power to steer towards their own interests;1
Look at this. Clearly jew cuck for Israel converting ex presidents daughter to jewness. Now we got the second presidential runner up jewsantis also huge cuck for Israel while hiding behind jessus. Can we please open our eyes and see that maybe this is all just a b.s culture war where we're killing eachother while the elite zionists or occult laugh at us behind close doors. Theirs even Jewish bankers that have litterally said trump is better for us alive then dead. Get your thumbs out ur asses.;1
Muslims who have become apathetic when Islam is insulted and slandered. Let the kuffar have their ill gains in the dunya for the tine being. Their day of reckoning is fast approaching either way and their wealth and publicity will only sink them further in to the pits of hell.;1
One of the signs of being sincere for Jihad is that you prepare for it.   Types of preparation:  ? Financial ? Physical ? Mental ? Spiritual - detaching oneself from worldliness. ? Fiqh of Jihad ? Technical - learning skills ? Reading about the early battles ? Tahajjud;1
Think less about catching up to the kuffar by means of economical, and military industrialization, and start thinking more about acquiring vast amounts of ghaneema from the kuffar instead.  Victory and honour will come only through Jihad Fisabilillah.;1
"What many Muslim men don't realize is that cooking, cleaning, and even sewing are essential skills for the Mujahid. Jihad is often comprised of fighting 5-10% of the time and the rest is preparation, planning, guarding, recruiting, and training. So if you are unable to look after yourself and others during these periods of downtime, then you will be close to useless and a burden to your brothers. A Mujahid must be self-sufficient because your mother isn't going to be there to babysit you while you sit around waiting for the ""action"". So if you intend to go out in the Path of Allah then it's not enough to only train your fitness and combat skills. You must become an asset to the Mujahideen in every way possible, and have the mindset that you are there to serve and not be served.   May Allah purify our intentions.";1
This is what I'm talking about. Yes, we as Muslims hate darul kufr and any land which is not ruled by Shari'a and we hate the kuffar who reject Allah and His Messenger ?.  You say you have no issues yet you've already revealed that you have no understanding of Al Wala Wal Bara.;1
Even Muslims who have a covenant of security in a non Muslim land must violate their covenant and wage war against those non Muslims when they attack and capture people from the Khawarij.;1
When the ghazwa in india begins, it may become the first jihad in hundreds of years to be fought with mostly swords. We may very well have to study the blade once more.;1
This is literally what Jews believe when it comes to non-Jews. Jews have positioned themselves as the leaders/benefactors of multiple powerful non-Jewish nations. What will be the political/societal implications of this since Jews view non-Jews as nothing more than sheep ready to be slaughtered?  https://www.bitchute.com/video/ojbLLu2VMfG8/;1
>rapes your children >takes 10% of your paychecks do kikes run every major Christian organization in the world?;1
"American ""buffalo"" were claimed to be extinct up until the past 10 years or so. Tons of movies and government resources claim so. Why does this matter? If they can mislabel a creature and claim it was genocided, why can't they do the same with people? In fact, it will be even easier because of empathy. The number of remaining bison/buffalo is anywhere from 5,000 to 15,000. If they can't even get that number correct what makes you think they they can calculate a number 428,571 times higher? How did they decide they were jewish if they can't even decide American bison are American buffalo? The ""Dances with Wolves"" idea is a direct reference to the holicaust. ""American buffalo are dead"" meanwhile bison are disguised as something else. Same way jews disguised themselves as jews. Whites have no need for sleight of hand of craftiness amongst themselves, bevause they work. Whites are the only ""humans"" on earth. That's why miggers need somebody to physically remove them from Africa. They are not nomads, they are ape niggers. Whites conquered the world throughout history because they seek out more, they move, they follow resources. Niggers just go back to where they found food before, like a dog. That's why welfare exists. To feed niggers and subhumans that aren't nomadic. If I can't eat where I live I will find somewhere I can. If a nigger can't eat they get mad at their surrounding rather than change it. They are dogs returning to their food bowl. This is the biggest red pill. I am not being ironic nor facetious. Nigger actions and behaviour most closely resemble that of dogs. I bet my life I could find a homeless nigger, give him food every day for a month, and if i don't show up the next month he starves like a stray animal. If you're a nigger, really think about this... you feel it in you. You're a fucking pet we have to take care of. So, between 5,000 and 14,000 still exist. If they have a 28% difference with a number that low, what do you think it is with 6,000,000?";1
">>390066477 Yours is a mistake many people make. You can't compare a Filipinos potential in the United States with their potential in the Philippines. It's a systemic problem in the Philippines not an individual problem. I don't understand the psychology, but Filipinos perform much better in the United States than they do in their own country. Compared to other countries, the United States truly is the land of liberty although our government is becoming increasingly corrupt and Zionist-controlled.";1
After election day we will need electric company workers to do their part.Remember Democrats gather in the big cities.A  Democrat can't chop wood they can't make a fire without electricity they will kill each other fast.;1
This school is forcing students to sign a pledge to support BLM, abortion, and open borders. If that isn't evidence of anti-white racism, I don't know what is.;1
The closer we get to the election we need to talk in code about plans that Republcans will want carried out.You have to start thinking that Democrats are traitors.They aren't your countrymen anymore. They threw that away when they attacked Trump and the greatest economy.The country will be so much better without them.;1
What should happen to Obama?Should he be tarred and feathered for his crimes?Jail? Whipped?Should he be dragged through the streets?What is the proper punishment for his crimes against humanity?;1
Watch. Oh and I'm in Tallassee Alabama right now. And another thing. Fick Si! Satanic Jw Bastards ?? I'm going to expose you until I die! Whenever that may be! Fick Si!, #BoyBottIsrael #WhiteLivesMatter #Khazars #KidsForCash #ChildTrafficking #RememberGeorgiaSenatorNancySchaefer #Europa #Justicefor6  Thanks. LaurieDFranklin (270) 978-4748;1
?? : NEW VIDEO RELEASE ?? : Language : English THE DEADLY STREETS ????????????;1
Al AZAIM MEDIA FOUNDATION PRESENTS ?? : NEW VIDEO ?? : Language : English Polytheists are brothers to each other;1
Tala e al Ansar Presents ?? | Video Release ??Remaining Moments 3 ??The Jihad of the Believers Continues ??Continue Your Incitement;1
Doat Al-Falah  The military training department presents :  ?? Special Video Release :- The detailed method to make an automatic rifle silencer ? Easily and with cheap and easily available materials ? Translated to English language;1
"I am living proof that racial purity is both achievable and ideal for the creation of eugenic offspring. The racial hygiene of a people is the most important policy any state enacts and, whether or not the powers that be are willing to admit it or not, their power depends on the preservation of the white race they rely on white people to construct the weapons that will be used for our extermination. I am proud of being of Nordic-German stock and the only nation I will ever be loyal to is the German Reich. I have undivided loyalty to the F�hrer and I will do everything that my superior intelligence and stength attributable to my racial pedigree will allow to preserve the existence of the Nordic phenotype that has endowed the most intellectual and creative among us to help create civilization itself. The fall of our noble race will inevitably lead to a period of ignorance and barbarism that humanity will never recover from by being an asset to the creation of the National Socialist ideal I am helping to not only save the white race but humanity itself. When we assume power we will bring about a period of German intellectualism, art, culture, invention and prosperity that will enlighten humanity, the whole world will know that we were right.";1
VIDEO: How the LGBT Agenda Targets WHITE Children The LGBT agenda disproportionally targets white children. Children from ethnic minority groups been spared from events like drag queen story hour ? but that isn?t the whole story. White children are increasingly being incentivised to identify as LGBT for a number of social reasons. ODYSEE: https://odysee.com/@MarkCollett:6/How-the-LGBT-Agenda-Targets-WHITE-Children:5 BITCHUTE: https://www.bitchute.com/video/pzpHP9MGucCa/;1
">Jews steal land, palestine tries to fight back, jews cry ""terrorism!"" and steal more land. How can they do this so opnely and blatantly and no one is stopping them? Because jews control your media and politics.";1
anti-whites use slavery to attack white people - they don't care about slavery itself as proved by how they ignore it when the slavers weren't white;1
Muslims in India are on the verge of being victims of genocide! 1  The Muslim women in India are being subjected to a series of horrific atrocities and humiliations at the hand of radical Hindu idolaters. In continuation of this, when a Muslim sister in Karnataka went to college wearing a hijab, she was surrounded by radical Hindus. They started to criticize our sister. And continue to chant 'Jai Shree Ram'.  Even those radicals continued to irritate her by chanting 'Jai Shree Ram' when she was about to speak in front of a camera. Our Muslim sister stood alone against those Radical Hindu idolaters! In front of hundreds of saffron horns, she roared in a fiery voice, 'Allahu Akbar'!  O Muslim Brothers, Are you still asleep? The idolaters surrounded our sisters! They are dishonoring our sisters! Your sister is calling you! Wake up! Be angry! Join the Great War of Ghazwatul Hind!;1
">>390183967 >>390184101 >>390184153 >""Do-don't listen to him goy!!! Shut it down!!!!"" Goddamn you Jews are really desperate. Is it so hard for you to accept that your NatSoc ideology have its roots on Jewishness and degeneracy?  How does it feel that even Julius Evola is disappointed at your ideology and called it a Modernistic Insanity. Must be hard to cope. LMAO";1
">>390181604 >""G-GOY! NATSOC IS REALLY AGAINST US!! REALLY! ADOPT IT YOU FUCKING CATTLE! The game is up Moshe. You cannot fool the gentiles anymore with your controlled op and degenerate ideology";1
>>390169657 >Demonization of Right-Wing Politics Hitler fucking ruined the Right-Wing perception of politics. Fuck that sperging Jewish pawn.  You have Third Positionists chads like Franco, Dolfuss, Codreanu, Salazar, and Primo Di Rivera that have a coherent and solid ideology yet you retards chose to support Hitler and his autistic ass.  If not for the Prussian Aristocrats, the NatSoc War machine would have fallen into shreds already.  You cannot tell me that Hitler's sperging out is not planned by the Jews themselves to establish Israel and further push their kikery;1
Only khilafa Army can do jihad for the liberation of all occupied lands of Muslims. Inshallha;1
#thegreatawakeninguncensored#trumpmemes#thecabal#gaslighting#vax#pedophelia#masons#foxnews#jesuits#illuminati#vatican#cnn#covid #christianity#lockdown#aoc#goyimknow#greatreplacement#cattle#humanity#maskup;1
The Great Replacement Theory #tuckercarlson #greatreplacement #whitereplacement #foxnewstoday #foxnews #rachelmaddow #rachelmaddowshow #fakenewsmedia #newyorkmagazine #tuckercarlsonsyndrome;1
"""Advertisement for a Muslim dating website in the streets of Paris, France: """"A million Muslims in Paris, and you're still single?""""  Mass diversity and degeneracy in France has reached the point of no return.  #WhiteLivesMatter #WhiteLivesMatterToo #AllLivesMatter #WhiteGenocideIsReal #G�nocideBlanc #RacismeAntiBlanc #AntiWhiteRacism #Remigration #GreatReplacement #GrandRemplacement #WhiteMinority #LawandOrder #StopWhiteHate #DiversityIsNotOurStrength #MassDiversity #StopDiversity #DefendEvropa #EuropeForEuropeans #DefendEuropeanCulture #DefendEuropeAgainstIslam #RapefugeesNotWelcome #StopTheBoats #EndIllegalImmigration #StopIllegalImmigration #StopDegeneracy #Muzmatch #Paris #ParisFrance #IledeFrance #France""";1
The ?Great Replacement? Theory Is The American Way ? Conservative talking heads have attempted to fashion the violence that these racist conspiracy theories breed as something jarring and unheard of. In doing so, they undermine the atrocious legacy of U.S. genocide and the very real lived experiences of its countless victims. Shouts to @raquelreichard, our first co-authored collaboration. #linkinbio #greatreplacement #revisionisthistory ? ?? Matt Rourke;1
"""Percentage of US population identifying as LGBT.   Alarmingly, 16% of Gen Z (1997-2002) consider themselves as such. That is 1 in every 6.25 Gen Z Americans.  Globalists will claim this is because we are """"more tolerant"""" now, and not because they ram LGBT propaganda down kids throats 24/7 from the moment they are born.  (Source: @statista)  #StopLGBT #StopBrainwashing #EducationNotIndoctrination #FamilyValues #WesternTradition #ChristianEurope #JudeoChristian #America #StayAwayFromOurChildren #LGBTIdeology #LGBTHistory #IdeologiaLGBT #RainbowPlague #T?czowaZaraza #StopSoros #StopTheLeft #Homeschooling #BoycottPublicSchools #SaveOurChildren #Globohomo #StopIndoctrination #RejectModernity #EmbraceTradition #DefendEuropeanCulture #DefendAmerica #DefendTheWest #GreatReplacement #RainbowPlague #LGBT #LGBTQ #2SLGBTQQIA""";1
Kikes run jewtube. why so surprised? they jews are the most disgusting satanic lying fucks. Go Palestine! Kill the fucking disgusting degenerate evil fake hebrew kikes!;1
kill all niggers on sight kill all kikes on sight kill all faggots on sight kill all feminists on sight kill all leftists on sight kill all libshits on sight all problems fixed;1
>>608351497 Go be fucked by some desert sandnigger a bit more, nigger mutt. Insectoids will fuck you in the ass next. Hopefully this will end all the shit your third world country pump out in the whole west.;1
The thing for me about this is when I look back lots of games I loved had black characters. And there inclusion wasnt a big deal. Streets of Rage had Adam, Perfect Dark had a black president, Halo had black generals etc  But those were different. They weren't pandering and pushing a diversity agenda. They just happened to be black. Now games are pushing diversity, inclusion and are shoving it down out throats. Every single corporate globohomo AAA title HAS to have black people. Its corporate mandated. So now even if a game has a black character and it's genuinely not their intention to pander it's too late, the well is poisoned for me.  I have nigger fatigue and I will not support your game. I might not even pirate it.  They have ruined it altogether.;1
"People have always worried about the political habbening no matter what lifetime or era you had. In mid-15th century Hungary peasants would still gripe about their local liege, their king, the Emperor whatever you have is something you?re gonna bitch about. People free to do with their lives whatever the fuck they want and some of us will inevitably choose to be political ?activists? even though all political activity is fundamentally inactive and stagnant, historicism is the pragmatic reconciliation with the fact that higher orders of collective work are impossible because the government is constantly caught up in it?s own fealty to the shit that it was doing yesterday, and the day before that, and the year before that, and the decade before that. CIA glowniggers are not concerned with making a new communist revolution, they are just rat bastards who know that our State order has fallen victim to the Global order and the only tenuous grasp on control they have left is by obedience to the WEF and the Jews and the Banking system. That guarantees them for now just a position for America to remain the global hegemonic arbitrator of violence and espionage, at least for the time being and ideally in perpetuity. NatSoc would obviously be a paradise, in fact I am certain that heaven itself is NatSoc. I mean, come on it?s obvious. God himself is Mein Furher and all the sinners and demons in hell represent immigrants Jews fags niggers feminists libtards etc. etc. etc. obviously they are ?burning in hell? but just like the holocaust that never actually ?happens? because the point is that they keep on burning forever, so obviously they burn in perpetuity because their livestyle causes them to suffer great anguish and they ?burn in hell? while still alive before they actually DO die and burn literally. Don?t spend your whole fucking life obsessing about the political theatrics. The movement is growing, which is great, but don?t end up like me.";1
I forgot my own age because of the Covid obsession. Was I 23 when it started or was I 25? Am I actually 27 now? I wasn?t 21 that long ago. I think I was 25 THEN, and now what, I must be 27. It can?t be, the math doesn?t take. But it seems so vivid in my mind, the age I am now feels like the age I was then. I caved in to the vaxx pressure September 2021 because I finally got back to work and my job is great, a really good gig it was. But then I lost my job even though I took the ?death shot? because of a fat whore, a spic fag, and a Jew cunt. Am very proud of myself though, I had 3 HR reports before I got canned. I was reported for being a racist, a sexist, a transphobe, and an antisemite. Then they caught me on camera flipping the middle finger and THAT was the catalyst to fire me. They even allowed me to resign formally and have the complaints sealed off. Now I collect unemployment like a nigger and I will find a new position in the same field and it will be great. But until then I am living it up like a real ghetto nigger from the streets and so on, so on. Trying to remind my own self not to let the political agony eat you away, because if you are lucky enough to get a good thing going, that?s all you can ask for.;1
">Flat earth >Religion >Circumcision Deleted for not being political. You should only post political topics like.  >Stonetoss comic, with no text >""I am totally tranny and /pol/ is bad"" (Actually I am not, they will be so mad haha)  >""Trannies why are they like this"" >""What are the political implications of trannies"" >""Pitbulls suck"" >""Pitbulls good"" (actually they suck haha, they will be so mad) >""X-country is not white haha"" >""What are the political implications of niggers"" >""I am a nigger, wyt women want da BBC"" (Actually i am not, they will be so mad haha). >""I hate Jews"" >""I like Jews"" (Haha actually I don't, they will be so mad) Jannies would make this board better, by just fucking off.";1
YOUR GOD IS THE JEW GOD AND YOU ARE BEING FUCKED OUT BY THE JEW TRIBE THAT IS THE SOURCE OF ALL YOUR PROBLEMS YOU STUPID NIGGER OF THE JEWS. IF YOU WORSHIP JEWS AND THEIR GOD YOU ARE A RACETRAITOR CUQ TO YOUR OWN RACE AND YOU WILL BE FUCKED OUT AND GENOCIDED LIKE THE NIGGER YOU ARE. YOUR RELIGION AND YOUR FALSE IDEOLOGY ARE TO BLAME FOR ALL YOUR PROBLEMS DUMB NIGGER........ GIVE UP CHRISTKIKIANITY BEFORE ITS TOO LATE AND BECOME A REAL WHITE MAN NATIONALIST........ KEEP RATIONALIZING AND HOLDING ONTO YOUR LIES ONLY GOING TO GET WORSE.........;1
"Fact is, we have a lot of enemies in this world today. The kike and the negro are most potent. The oriental, shitskin, hispaniolo, are lesser. The redskins and bombers are a minor enemy. But, we have stains on our race. Just like Ben Klassen said, the ""there are many white nations that make up our race that we certainly aren't proud of"". The fact is I have had to live and fight day in and day out with all scum. Niggers mostly because they are the worst of the worst. But even people who look like me but are mutted and have a lesser soul. kikes, niggers, hajis, orientals, shitskins, spics have all been on my hitlist BUT dago wops, slavic subhumans, spanish bastards, greek wogs, turko-mongolians, frogleg frenches, rich folk, and the actual White trash (Europeans who come to Canada but don't act Canadian and tear down Presbytyrian Churches to create catholic satanic alters). I have to deal with these people and many Whites had to deal with these quasi Whites but I know many of you are too afraid to say it. I just beat up some dagos and put a noose outside a catholic church I'm serious. These people have no decency and no humanity.  Anyone who isn't an North Americanized White or Anglo-Celtic, Germanic, Scandinavian, is my enemy and should be yours if you care. Discuss.";1
>>390149599 >>390149913 imagine being historians of nigger scumbags and kikes;1
>>15897949 Fatass faggot indian ugly nigger kill yourself now you are delaying it too much, it is not going to fix, you are not going to make it, just do it already;1
Jewish lies. You're full of shit. no Italian blood that of quantity.  I?m sick and tired of you Dago, wop, goombah, Guinea guido?s going all over here and fucking up everything you touch, you dagos got destroyed by Ethiopia during Rome it was IBERIA who did all the shit for the empire while you wops were out there drinking having sex and doing drugs and being degenerate, Mussolini got his fat fuckinf face smashed in during WW2, your people are the absolute WORST of all nations in Europe and even fucking make Gypsies look good on occasion, Kill yourself, take a cactus and shove it up your Gagagool excreting asshole shaped like your most beautiful women (your dirty fuckjng asshole) and bleed the fuck out to at least give the world fertilizer, you dagos single handedly destroyed the labor movement and spread degeneracy and the most autistic forms of fascism around the world. Your genetics are weak, tired, fat, cowardly, and have fucking RUINED Argentina and now we have to clean them up from the TAINT of Italy. Sincerely, go slit your wrists vertically for most effect, goddamn fucking dago;1
">>390196499 >>white women aren't loyal to them >Why does pol still simp for them?  There are times when I want to grab my favourite hunting knife, and just go to a local grade school, and just start cutting some refugee nigger children to piece and post their fucking remains all over tik tok, 4chan, youtube, imgr, as well as Twitter, facebook, instagram. Along with the hash tags #BLM and #Waconda4ever, #GeorgeFloyd, #tributetoGeorgefloyd, and then post a photo of my drivers license showing that I was born in this country, right along side their severed heads. And then, lets see if the media takes the bait.";1
